label,sentence,label_id
neutral,"The contract includes software licences , application maintenance and training .",2
negative,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",1
neutral,Completion of the transaction is subject to a final agreement and a Due Diligence process .,2
neutral,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",2
neutral,"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",2
positive,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",0
positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",0
neutral,The companies aim to close the deal before the end of the year .,2
neutral,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",2
positive,"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",0
neutral,The order was valued at USD12 .2 m.,2
neutral,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",2
neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,2
positive,`` Demand for sports equipment was good in 2005 .,0
positive,Productional situation has now improved .,0
positive,"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",0
neutral,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",2
neutral,A spokeswoman for the Italian fashion house declined comment on the settlement .,2
negative,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",1
neutral,"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans .",2
neutral,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",2
positive,"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",0
negative,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,1
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",1
neutral,"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",2
neutral,"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",2
positive,It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,0
neutral,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",2
neutral,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",2
positive,"Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",0
positive,"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",0
positive,"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",0
neutral,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",2
neutral,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",2
neutral,The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,2
positive,"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier .",0
neutral,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",2
neutral,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,2
neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,2
neutral,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",2
neutral,The bridge is part of the highway 14 development project .,2
neutral,CapMan made its initial investment in OneMed in June 2006 .,2
neutral,Financial terms were not disclosed .,2
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",2
neutral,Global life science industry is strictly regulated by international and national authorities .,2
negative,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",1
positive,Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,0
neutral,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",2
positive,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",0
negative,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",1
neutral,KONE is listed on the Nordic Exchange in Helsinki .,2
neutral,"The effect may remain short-lived , however .",2
positive,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",0
neutral,`` We want to serve K-citymarket customers by offering them interesting and topical selections .,2
positive,Atria Group is a leading Scandinavian meat products group .,0
neutral,The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,2
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,0
neutral,"` This order is included in Wartsila 's order book in the second quarter , ' the company added .",2
neutral,Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,2
positive,Kazgiprotsvetmet and Outotec Finland have signed an agreement on strategic cooperation in the marketing and providing of minerals processing and metallurgical plants and related services in Kazakhstan and the surrounding countries .,0
positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",0
positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,0
neutral,`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,2
positive,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",0
positive,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,0
neutral,"By the end of 2006 , the number of joint branch offices will total 170 .",2
neutral,This lays a foundation for sustainable business development for the long term .,2
positive,"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",0
positive,These companies will be able to keep their market positions .,0
negative,"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",1
neutral,The company website is www.ahlstrom.com .,2
neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",2
negative,"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",1
positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .",0
positive,Through this transaction we are able to participate in developing the industry .,0
neutral,"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia .",2
neutral,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",2
neutral,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",2
positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,0
neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,2
neutral,The prices of stainless steel also rose in Europe .,2
neutral,"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",2
neutral,Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,2
positive,"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",0
neutral,"MANAVIGATOR-November 1 , 2010-Deal snapshot : SWEDISH PEAB BUYS EQUIPMENT RENTAL FIRM CRAMO Swedish construction company Peab AB ( STO : PEAB B ) announced the acquisition of equipment rental company Cramo Entreprenadmaskiner AB from Finnish group Cramo Oyj ( HEL : CRA1V ) .",2
neutral,"In this way , the industry 's starting point has been the consumers ' needs .",2
positive,`` Stonesoft sees great promise in the future of IPv6 .,0
neutral,Jacobs has been supporting Storengy 's investment of developing storage sites since 2006 as owner 's engineer .,2
neutral,"HK Ruokatalo produces many turkey products , such as cold cuts .",2
negative,Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,1
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",2
neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,2
neutral,The trade is in accordance with the agreement announced on 26 March 2008 .,2
positive,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",0
positive,These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,0
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .",1
neutral,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,2
neutral,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",2
negative,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,1
neutral,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,2
neutral,"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",2
neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings .",2
neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",2
positive,Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,0
negative,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",1
neutral,"`` Over the years , the color orange has become synonymous with quality .",2
neutral,Tracker G400 is a GPS collar for hunting dogs allowing to monitor the dog 's position and movements with a map application for mobile phones .,2
positive,"In the end of 2006 , the number of outlets will rise to 60-70 .",0
neutral,The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 .,2
positive,The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,0
positive,The announced restructuring will significantly decrease the Company 's indebtedness .,0
neutral,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe .",2
positive,About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,0
neutral,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,2
negative,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",1
positive,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,0
positive,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",0
neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",2
neutral,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,2
positive,"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",0
positive,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,0
positive,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",0
positive,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",0
negative,"In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",1
neutral,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",2
neutral,"s NASDAQ OMX : GEO1V , GyPSii business unit , developers of the award-winning GyPSii mobile social networking application , today announced its availability as a free download via the Samsung Mobile Applications Store .",2
negative,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",1
neutral,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",2
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",1
negative,EPS dropped to EUR0 .2 from EUR0 .3 .,1
positive,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",0
positive,"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0
neutral,To see a slide show of all the newest product releases from Fiskars .,2
negative,"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",1
positive,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",0
neutral,Neither of the companies use genetically engineered soy at the moment .,2
negative,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,1
negative,The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,1
neutral,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",2
neutral,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",2
neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,2
neutral,"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million .",2
negative,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",1
neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",2
negative,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",1
neutral,"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",2
positive,"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",0
neutral,Arena Partners Oy is a development company for electronic business .,2
positive,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",0
neutral,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",2
neutral,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",2
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,1
positive,"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",0
positive,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",0
neutral,The value of the order is EUR 2.5 mn .,2
neutral,Temporary layoffs in these units have already started .,2
neutral,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,2
positive,Poyry has a good track record of major transportation projects in Latin America .,0
neutral,"Also , a six-year historic analysis is provided for this market .",2
neutral,Okmetic 's silicon wafers are part of a further processing chain that produces end products that improve human interaction and quality of life .,2
positive,( I&H ) in a move to enhance growth .,0
negative,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",1
negative,"The staff reduction will start immediately , Glaston added .",1
neutral,"According to Finnish L+Ænnen Tehtaat 's CEO Matti Karppinen , now that L+Ænnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",2
positive,European traffic grew nearly 30 % .,0
neutral,"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",2
neutral,"The mill 's raw material need will increase by 100,000 m3 of wood .",2
neutral,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,2
neutral,The company specialises in temporary electrification and heating at construction sites .,2
neutral,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",2
neutral,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",2
positive,The new policy was also aimed at making the companies more profitable and competitive .,0
negative,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",1
neutral,The goal is to secure the company 's profitability and competitiveness .,2
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,2
positive,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,0
neutral,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,2
positive,`` The combined activities will create value for shareholders and be good for our employees and customers .,0
neutral,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,2
neutral,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",2
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,2
positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",0
negative,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",1
neutral,No financial information was provided .,2
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,1
neutral,N-Viro operates processing facilities independently as well as in partnership with municipalities .,2
neutral,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",2
positive,DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -_ 2006 Digitalmediaasia.com & DMA Ltd. .,0
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",0
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",2
positive,"Under the agreement , TietoEnator will provide Blyk with extended application and business process management services and an IT infrastructure .",0
neutral,"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",2
neutral,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009",2
neutral,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,2
neutral,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,2
neutral,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ) .,2
positive,SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,0
neutral,"Panostaja owns a 68.77 pct of share capital and the voting rights of Suomen Helasto shares following an exchange of shares which was carried out on May 30 , 2007 .",2
neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",2
neutral,OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,2
neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",2
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",1
neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",2
negative,The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,1
neutral,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",2
neutral,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",2
neutral,"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",2
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,1
positive,"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",0
negative,"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",1
neutral,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,2
neutral,"Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",2
neutral,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",2
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",1
positive,Alma Media expects its net sales to increase as forecast previously .,0
neutral,What we think ?,2
neutral,Kemira shares closed at ( x20ac ) 16.66 ( $ 22US .71 ) .,2
positive,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,0
positive,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,0
positive,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",0
positive,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",0
neutral,`` With this new version it is very important for us to introduce a BIM process that is based on the detailed building information model .,2
neutral,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",2
positive,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",0
neutral,Each year the dividend is deducted from the subscription price .,2
neutral,The company has exported into about twenty European countries as well as to Africa .,2
neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,2
positive,"In addition to the Indian market , the new plant will serve Salcomp 's customers globally , the company said .",0
neutral,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",2
neutral,The value of the order is EUR 4mn .,2
positive,Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,0
positive,The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,0
neutral,"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",2
positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",0
neutral,hu will offer a further discount of between 25 % and 50 % on selected books .,2
neutral,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",2
neutral,"On 20 March 2006 , Stora Enso refused to comment the news in any way .",2
neutral,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",2
neutral,"Chargers manufactured under the new platform are suitable for mobile phones , navigators , digital cameras , Bluetooth head sets , media players and other electronic devices .",2
positive,"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",0
negative,Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,1
positive,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",0
neutral,"The company targets sales of Ls 27.1 mn ( Ls 23.498 mn ) and a profit of Ls 300,000 ( Ls 371,500 ) in 2007 .",2
positive,"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",0
neutral,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",2
neutral,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,2
negative,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,1
neutral,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,2
positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",0
positive,The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,0
neutral,Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,2
positive,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",0
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",1
neutral,The closing of such transaction took place today .,2
neutral,"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .",2
neutral,The Kyroskoski investment is to be completed in late 2011 and the +_+Ænekoski investment in the spring of 2012 .,2
negative,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,1
positive,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,0
